image_name,xmin,xmax,ymin,ymax,class_id
1479500141084746360.jpg,393,489,1121,1033,1
1479500141084746360.jpg,256,581,358,654,1
1479500141084746360.jpg,1812,534,1920,620,1
1479500141084746360.jpg,14,597,129,654,1
1479500141084746360.jpg,209,595,270,648,1
1479500141084746360.jpg,106,595,176,648,1
1479500141084746360.jpg,1613,491,1679,708,3
1479500141084746360.jpg,1724,487,1781,699,3
1479500141084746360.jpg,1775,521,1824,685,3
1479500141084746360.jpg,1685,497,1734,693,3
1479500141084746360.jpg,337,589,409,640,1
1479500141586191793.jpg,376,470,1122,1047,1
1479500141586191793.jpg,272,573,411,650,1
1479500141586191793.jpg,202,593,286,659,1
1479500141586191793.jpg,14,599,135,663,1
1479500141586191793.jpg,104,587,178,652,1
1479500141586191793.jpg,1818,534,1914,618,1
1479500141586191793.jpg,1620,481,1683,712,3
1479500141586191793.jpg,1679,495,1728,689,3
1479500141586191793.jpg,1720,491,1787,705,3
1479500141586191793.jpg,1771,507,1828,687,3
1479500142087098009.jpg,204,589,288,649,1
1479500142087098009.jpg,324,565,505,664,1
1479500142087098009.jpg,90,584,182,652,1
1479500142087098009.jpg,36,595,132,670,1
1479500142087098009.jpg,381,468,1129,1069,1
1479500142087098009.jpg,1813,542,1918,624,1
1479500142087098009.jpg,288,588,342,644,1
1479500142087098009.jpg,0,615,44,734,1
1479500142087098009.jpg,1618,484,1680,707,3
1479500142087098009.jpg,1692,491,1736,712,3
1479500142087098009.jpg,1736,472,1779,714,3
1479500142087098009.jpg,1772,521,1809,683,3
1479500143066038624.jpg,378,483,1119,1051,1
1479500143066038624.jpg,245,583,346,654,1
1479500143066038624.jpg,9,595,133,662,1
1479500143066038624.jpg,207,595,268,648,1
1479500143066038624.jpg,110,589,178,648,1
1479500143066038624.jpg,1622,499,1693,726,3
1479500143066038624.jpg,1755,483,1838,710,3
1479500143066038624.jpg,1691,489,1755,712,3
1479500143066038624.jpg,1825,539,1920,628,1
1479500143587100527.jpg,383,486,1126,1032,1
1479500143587100527.jpg,995,539,1169,670,1
1479500143587100527.jpg,245,573,351,663,1
1479500143587100527.jpg,207,588,259,659,1
1479500143587100527.jpg,102,578,183,650,1
1479500143587100527.jpg,20,586,126,665,1
1479500143587100527.jpg,1827,527,1920,644,1
1479500143587100527.jpg,1619,470,1691,752,3
1479500143587100527.jpg,1781,477,1844,730,3
1479500143587100527.jpg,1707,474,1767,749,3
1479500143587100527.jpg,1683,492,1727,715,3
1479500143587100527.jpg,1763,529,1793,691,3
1479500144586846003.jpg,378,493,1117,1045,1
1479500144586846003.jpg,290,569,452,652,1
1479500144586846003.jpg,16,599,127,661,1
1479500144586846003.jpg,106,589,178,648,1
1479500144586846003.jpg,200,593,288,648,1
1479500144586846003.jpg,1479,548,1679,649,1
1479500144586846003.jpg,1673,489,1738,751,3
1479500144586846003.jpg,1730,476,1796,726,3
1479500144586846003.jpg,1787,481,1875,728,3
1479500144586846003.jpg,1856,537,1920,622,1
1479500145587043119.jpg,387,482,1116,1029,1
1479500145587043119.jpg,205,594,288,650,1
1479500145587043119.jpg,282,587,346,643,1
1479500145587043119.jpg,108,593,178,650,1
1479500145587043119.jpg,16,601,129,659,1
1479500145587043119.jpg,1710,479,1800,746,3
1479500145587043119.jpg,1814,477,1902,742,3
1479500145587043119.jpg,1763,476,1816,654,3
1479500145587043119.jpg,1650,483,1724,706,3
1479500146087095126.jpg,374,473,1139,1053,1
1479500146087095126.jpg,13,595,131,664,1
1479500146087095126.jpg,115,588,181,655,1
1479500146087095126.jpg,201,591,290,651,1
1479500146087095126.jpg,281,580,347,642,1
1479500146087095126.jpg,1816,476,1916,745,3
1479500146087095126.jpg,1719,474,1812,743,3
1479500146087095126.jpg,1644,484,1732,723,3
1479500147087550797.jpg,384,482,1123,1040,1
1479500147087550797.jpg,1325,546,1648,656,1
1479500147087550797.jpg,205,591,295,650,1
1479500147087550797.jpg,268,581,346,642,1
1479500147087550797.jpg,112,591,180,652,1
1479500147087550797.jpg,16,595,131,659,1
1479500147087550797.jpg,1865,470,1916,757,3
1479500147087550797.jpg,1796,458,1873,763,3
1479500147087550797.jpg,1734,487,1808,755,3
1479500147087550797.jpg,1667,472,1750,722,3
1479500148086792488.jpg,382,481,1126,1047,1
1479500148086792488.jpg,203,595,288,648,1
1479500148086792488.jpg,19,595,128,656,1
1479500148086792488.jpg,1728,491,1816,760,3
1479500148086792488.jpg,1664,472,1741,725,3
1479500148086792488.jpg,1819,467,1920,779,3
1479500148086792488.jpg,116,589,177,650,1
1479500148086792488.jpg,278,585,344,646,1
1479500148587252263.jpg,11,593,125,662,1
1479500148587252263.jpg,101,587,182,656,1
1479500148587252263.jpg,202,591,293,653,1
1479500148587252263.jpg,270,582,348,644,1
1479500148587252263.jpg,371,469,1131,1031,1
1479500148587252263.jpg,1670,455,1745,724,3
1479500148587252263.jpg,1724,473,1805,769,3
1479500148587252263.jpg,1781,440,1907,778,3
1479500148587252263.jpg,1866,453,1920,745,3
1479500148587252263.jpg,1629,530,1665,616,3
1479500148587252263.jpg,1649,533,1685,613,3
1479500149585292297.jpg,378,479,1131,1044,1
1479500149585292297.jpg,202,592,291,651,1
1479500149585292297.jpg,11,599,131,663,1
1479500149585292297.jpg,117,587,179,651,1
1479500149585292297.jpg,278,585,346,644,1
1479500149585292297.jpg,1727,466,1837,764,3
1479500149585292297.jpg,1819,436,1917,773,3
1479500149585292297.jpg,1688,468,1761,745,3
1479500150585590399.jpg,292,584,343,637,1
1479500150585590399.jpg,198,586,276,653,1
1479500150585590399.jpg,120,581,178,653,1
1479500150585590399.jpg,16,590,109,655,1
1479500150585590399.jpg,392,461,1120,1038,1
1479500150585590399.jpg,1612,530,1657,608,3
1479500150585590399.jpg,1837,468,1900,777,3
1479500150585590399.jpg,1742,481,1804,773,3
1479500150585590399.jpg,1694,479,1744,739,3
1479500151585352241.jpg,7,596,131,668,1
1479500151585352241.jpg,108,580,180,649,1
1479500151585352241.jpg,201,585,291,654,1
1479500151585352241.jpg,267,578,345,649,1
1479500151585352241.jpg,468,485,1105,978,1
1479500151585352241.jpg,1611,534,1647,611,3
1479500151585352241.jpg,1644,533,1683,613,3
1479500151585352241.jpg,1709,455,1821,761,3
1479500151585352241.jpg,1809,437,1920,787,3
1479500152085691994.jpg,540,510,1079,917,1
1479500152085691994.jpg,5,605,127,668,1
1479500152085691994.jpg,99,597,176,659,1
1479500152085691994.jpg,203,601,291,658,1
1479500152085691994.jpg,273,590,345,652,1
1479500152085691994.jpg,1722,470,1830,786,3
1479500152085691994.jpg,1817,430,1916,800,3
1479500152085691994.jpg,1617,543,1649,633,3
1479500152085691994.jpg,1654,540,1686,622,3
1479500153085398505.jpg,661,546,1043,841,1
1479500153085398505.jpg,198,611,282,673,1
1479500153085398505.jpg,270,601,339,669,1
1479500153085398505.jpg,4,616,106,683,1
1479500153085398505.jpg,80,611,157,673,1
1479500153085398505.jpg,994,601,1061,654,1
1479500153085398505.jpg,1824,485,1916,820,3
1479500153085398505.jpg,1671,556,1710,640,3
1479500153085398505.jpg,1634,556,1673,642,3
1479500153085398505.jpg,1585,569,1624,640,3
1479500153085398505.jpg,1724,538,1775,677,3
1479500153085398505.jpg,1760,577,1832,645,1
1479500154065474888.jpg,976,607,1077,674,1
1479500154065474888.jpg,736,568,1014,798,1
1479500154065474888.jpg,662,622,705,658,1
1479500154065474888.jpg,625,628,655,658,1
1479500154065474888.jpg,592,629,631,659,1
1479500154065474888.jpg,27,617,111,683,1
1479500154065474888.jpg,141,616,233,697,1
1479500154065474888.jpg,231,616,311,695,1
1479500154065474888.jpg,0,618,180,978,1
1479500154065474888.jpg,347,623,377,653,1
1479500154065474888.jpg,324,625,360,655,1
1479500154065474888.jpg,1835,590,1920,659,1
1479500154065474888.jpg,1638,575,1682,653,3
1479500154065474888.jpg,1791,541,1865,709,3
1479500154065474888.jpg,1737,557,1784,659,3
1479500154065474888.jpg,1689,556,1730,674,3
1479500154567169808.jpg,0,542,319,1000,1
1479500154567169808.jpg,756,573,997,765,1
1479500154567169808.jpg,984,610,1089,666,1
1479500154567169808.jpg,1860,531,1916,693,3
1479500154567169808.jpg,1790,550,1824,646,3
1479500154567169808.jpg,1747,556,1781,651,3
1479500154567169808.jpg,1692,577,1726,651,3
1479500154567169808.jpg,659,622,701,658,1
1479500155088086821.jpg,0,531,428,890,1
1479500155088086821.jpg,789,554,998,731,1
1479500155088086821.jpg,989,587,1117,657,1
1479500155088086821.jpg,1762,540,1807,639,3
1479500155088086821.jpg,1825,522,1870,650,3
1479500155088086821.jpg,1865,522,1920,650,3
1479500155088086821.jpg,765,587,824,645,1
1479500156082911512.jpg,996,594,1138,669,1
1479500156082911512.jpg,765,566,932,701,1
1479500156082911512.jpg,42,541,492,803,1
1479500156082911512.jpg,942,589,1034,665,1
1479500156082911512.jpg,664,610,705,646,1
1479500156082911512.jpg,512,606,548,642,1
1479500156082911512.jpg,595,609,632,646,1
1479500156082911512.jpg,2,601,83,698,1
1479500156082911512.jpg,723,608,759,646,1
1479500156082911512.jpg,620,611,656,647,1
1479500156082911512.jpg,741,611,778,647,1
1479500156583458472.jpg,0,598,64,707,1
1479500156583458472.jpg,156,547,538,787,1
1479500156583458472.jpg,778,591,936,715,1
1479500156583458472.jpg,1033,603,1182,687,1
1479500156583458472.jpg,976,599,1076,680,1
1479500156583458472.jpg,949,611,1000,675,1
1479500156583458472.jpg,924,615,970,671,1
1479500156583458472.jpg,644,617,677,647,1
1479500156583458472.jpg,682,617,713,647,1
1479500156583458472.jpg,748,610,793,658,1
1479500157582724845.jpg,331,575,603,757,1
1479500157582724845.jpg,1115,603,1292,701,1
1479500157582724845.jpg,796,603,918,697,1
1479500157582724845.jpg,1043,593,1162,683,1
1479500157582724845.jpg,60,601,104,640,1
1479500157582724845.jpg,686,605,727,641,1
1479500157582724845.jpg,658,605,688,640,1
1479500157582724845.jpg,716,596,767,641,1
1479500157582724845.jpg,902,599,956,658,1
1479500157582724845.jpg,944,610,974,667,1
1479500157582724845.jpg,974,604,1033,664,1
1479500158085811621.jpg,391,595,631,759,1
1479500158085811621.jpg,796,613,916,705,1
1479500158085811621.jpg,1159,604,1378,723,1
1479500158085811621.jpg,1083,600,1217,705,1
1479500158085811621.jpg,1000,614,1072,685,1
1479500158085811621.jpg,1043,615,1114,703,1
1479500158085811621.jpg,982,618,1028,678,1
1479500158085811621.jpg,931,624,989,669,1
1479500158085811621.jpg,34,611,85,647,1
1479500158085811621.jpg,747,613,793,650,1
1479500158588124959.jpg,449,607,660,751,1
1479500158588124959.jpg,814,609,929,703,1
1479500158588124959.jpg,1232,609,1509,746,1
1479500158588124959.jpg,1141,599,1305,716,1
1479500158588124959.jpg,1095,615,1173,706,1
1479500158588124959.jpg,1044,617,1122,695,1
1479500158588124959.jpg,267,610,297,640,1
1479500158588124959.jpg,42,608,86,653,1
1479500158588124959.jpg,731,608,766,638,1
1479500158588124959.jpg,779,610,828,644,1
1479500158588124959.jpg,932,608,997,667,1
1479500158588124959.jpg,968,617,1041,668,1
1479500158588124959.jpg,1015,621,1056,667,1
1479500158588124959.jpg,1734,605,1812,644,1
1479500159572257209.jpg,1511,542,1920,765,1
1479500159572257209.jpg,1331,523,1599,699,1
1479500159572257209.jpg,1147,562,1215,636,1
1479500159572257209.jpg,1115,562,1170,634,1
1479500159572257209.jpg,1250,550,1376,669,1
1479500159572257209.jpg,1176,552,1290,654,1
1479500159572257209.jpg,1067,554,1127,622,1
1479500159572257209.jpg,1031,550,1100,611,1
1479500159572257209.jpg,961,554,1022,597,1
1479500159572257209.jpg,863,548,967,626,1
1479500159572257209.jpg,573,544,757,661,1
1479500159572257209.jpg,6,540,51,587,1
1479500159572257209.jpg,39,546,94,597,1
1479500159572257209.jpg,78,550,129,589,1
1479500159572257209.jpg,818,552,857,591,1
1479500159572257209.jpg,350,543,389,582,1
1479500160087571346.jpg,585,528,750,651,1
1479500160087571346.jpg,846,539,940,612,1
1479500160087571346.jpg,961,540,1029,600,1
1479500160087571346.jpg,1709,535,1920,787,1
1479500160087571346.jpg,1313,538,1550,685,1
1479500160087571346.jpg,1430,485,1838,738,1
1479500160087571346.jpg,1208,541,1384,668,1
1479500160087571346.jpg,1179,543,1281,646,1
1479500160087571346.jpg,1132,540,1218,626,1
1479500160087571346.jpg,1069,540,1162,616,1
1479500160087571346.jpg,1037,533,1132,606,1
1479500160087571346.jpg,344,536,380,572,1
1479500160087571346.jpg,0,541,42,599,1
1479500160087571346.jpg,933,548,969,590,1
1479500160087571346.jpg,788,535,825,571,1
1479500160087571346.jpg,814,541,850,577,1
1479500160588195887.jpg,1630,472,1918,818,1
1479500160588195887.jpg,1413,534,1718,744,1
1479500160588195887.jpg,1266,548,1479,699,1
1479500160588195887.jpg,1209,546,1354,667,1
1479500160588195887.jpg,1160,560,1254,646,1
1479500160588195887.jpg,1094,562,1186,630,1
1479500160588195887.jpg,1045,548,1135,622,1
1479500160588195887.jpg,585,550,728,652,1
1479500160588195887.jpg,816,556,898,613,1
1479500160588195887.jpg,947,558,1022,605,1
1479500160588195887.jpg,325,556,364,595,1
1479500161088373276.jpg,1625,527,1917,863,1
1479500161088373276.jpg,1360,552,1711,759,1
1479500161088373276.jpg,1267,559,1463,716,1
1479500161088373276.jpg,1187,567,1330,684,1
1479500161088373276.jpg,1116,573,1235,660,1
1479500161088373276.jpg,1056,559,1159,648,1
1479500161088373276.jpg,576,559,711,660,1
1479500161088373276.jpg,946,574,1029,630,1
1479500161088373276.jpg,914,571,969,621,1
1479500161088373276.jpg,788,572,869,634,1
1479500161088373276.jpg,855,573,897,615,1
1479500161088373276.jpg,1604,535,1764,593,1
1479500161088373276.jpg,315,566,354,605,1
1479500162066229003.jpg,1708,530,1823,580,1
1479500162066229003.jpg,1632,506,1920,877,1
1479500162066229003.jpg,1404,551,1713,754,1
1479500162066229003.jpg,1231,553,1458,692,1
1479500162066229003.jpg,1126,550,1299,661,1
1479500162066229003.jpg,820,574,851,604,1
1479500162066229003.jpg,760,573,829,632,1
1479500162066229003.jpg,859,567,929,618,1
1479500162066229003.jpg,944,569,1005,623,1
1479500162066229003.jpg,982,568,1095,634,1
1479500162066229003.jpg,259,573,295,609,1
1479500162066229003.jpg,339,576,375,612,1
1479500162066229003.jpg,246,575,276,605,1
1479500162066229003.jpg,586,560,715,658,1
1479500162066229003.jpg,529,566,559,596,1
1479500162588513967.jpg,595,559,710,657,1
1479500162588513967.jpg,1012,559,1136,648,1
1479500162588513967.jpg,967,565,1041,633,1
1479500162588513967.jpg,1192,527,1411,695,1
1479500162588513967.jpg,1324,553,1689,736,1
1479500162588513967.jpg,1645,518,1914,873,1
1479500162588513967.jpg,873,565,950,624,1
1479500162588513967.jpg,749,565,817,636,1
1479500162588513967.jpg,823,574,872,608,1
1479500162588513967.jpg,348,581,384,611,1
1479500162588513967.jpg,278,578,318,608,1
1479500163588554277.jpg,1523,489,1916,822,1
1479500163588554277.jpg,1115,564,1292,675,1
1479500163588554277.jpg,1050,568,1154,652,1
1479500163588554277.jpg,930,562,1014,627,1
1479500163588554277.jpg,868,575,928,615,1
1479500163588554277.jpg,842,571,885,611,1
1479500163588554277.jpg,738,573,801,621,1
1479500163588554277.jpg,602,566,716,656,1
1479500163588554277.jpg,383,573,420,605,1
1479500163588554277.jpg,326,564,362,600,1
1479500164565533834.jpg,1335,544,1730,746,1
1479500164565533834.jpg,1193,545,1390,685,1
1479500164565533834.jpg,934,565,1014,622,1
1479500164565533834.jpg,908,560,959,616,1
1479500164565533834.jpg,742,552,811,620,1
1479500164565533834.jpg,625,557,728,650,1
1479500164565533834.jpg,371,564,411,600,1
1479500164565533834.jpg,1015,545,1123,641,1
1479500164565533834.jpg,418,569,463,609,1
1479500164565533834.jpg,335,560,371,596,1
1479500165079846457.jpg,1604,514,1916,879,1
1479500165079846457.jpg,1322,553,1655,729,1
1479500165079846457.jpg,1062,553,1192,648,1
1479500165079846457.jpg,975,570,1060,626,1
1479500165079846457.jpg,942,567,1000,618,1
1479500165079846457.jpg,414,572,466,614,1
1479500165079846457.jpg,734,570,797,611,1
1479500165079846457.jpg,809,561,875,600,1
1479500165079846457.jpg,635,568,726,642,1
1479500165079846457.jpg,292,568,339,604,1
1479500165079846457.jpg,384,568,420,604,1
1479500165588711356.jpg,1580,529,1918,838,1
1479500165588711356.jpg,1131,543,1299,658,1
1479500165588711356.jpg,1022,564,1124,628,1
1479500165588711356.jpg,985,561,1054,619,1
1479500165588711356.jpg,648,559,737,632,1
1479500165588711356.jpg,740,562,802,602,1
1479500165588711356.jpg,407,573,463,613,1
1479500165588711356.jpg,855,555,915,599,1
1479500166088858939.jpg,651,551,743,626,1
1479500166088858939.jpg,356,560,435,622,1
1479500166088858939.jpg,408,555,448,595,1
1479500166088858939.jpg,873,546,952,595,1
1479500166088858939.jpg,850,552,895,589,1
1479500166088858939.jpg,834,555,870,591,1
1479500166088858939.jpg,1217,522,1444,680,1
1479500166088858939.jpg,1070,545,1199,631,1
1479500166088858939.jpg,1028,550,1124,619,1
1479500166088858939.jpg,739,557,797,599,1
1479500167066538259.jpg,24,573,210,675,1
1479500167066538259.jpg,381,570,439,611,1
1479500167066538259.jpg,660,564,742,627,1
1479500167066538259.jpg,1229,554,1429,672,1
1479500167066538259.jpg,1146,555,1269,648,1
1479500167066538259.jpg,944,557,1027,611,1
1479500167066538259.jpg,907,562,960,604,1
1479500167066538259.jpg,748,567,799,604,1
1479500167066538259.jpg,1624,486,1917,838,1
1479500167588759299.jpg,428,537,472,581,1
1479500167588759299.jpg,336,530,414,592,1
1479500167588759299.jpg,1236,512,1416,646,1
1479500167588759299.jpg,1381,512,1693,690,1
1479500167588759299.jpg,987,526,1078,588,1
1479500167588759299.jpg,942,530,987,575,1
1479500167588759299.jpg,808,532,853,577,1
1479500167588759299.jpg,757,532,802,577,1
1479500167588759299.jpg,659,528,753,601,1
1479500167588759299.jpg,45,535,114,579,1
1479500168089063537.jpg,1644,536,1920,816,1
1479500168089063537.jpg,1387,548,1691,714,1
1479500168089063537.jpg,1025,564,1131,630,1
1479500168089063537.jpg,669,575,748,638,1
1479500168089063537.jpg,274,579,368,640,1
1479500168089063537.jpg,982,573,1041,624,1
1479500168089063537.jpg,437,592,467,622,1
1479500168089063537.jpg,0,568,112,632,1
1479500168089063537.jpg,766,577,821,620,1
1479500168089063537.jpg,831,572,867,612,1
1479500168089063537.jpg,956,574,1000,617,1
1479500169087585701.jpg,1141,552,1297,654,1
1479500169087585701.jpg,1108,566,1164,642,1
1479500169087585701.jpg,1059,569,1141,634,1
1479500169087585701.jpg,1037,571,1084,632,1
1479500169087585701.jpg,689,566,763,628,1
1479500169087585701.jpg,0,558,112,658,1
1479500169087585701.jpg,413,566,468,616,1
1479500169087585701.jpg,793,572,844,611,1
1479500169087585701.jpg,886,561,932,608,1
1479500170087499207.jpg,1318,521,1656,727,1
1479500170087499207.jpg,1246,553,1398,688,1
1479500170087499207.jpg,1155,556,1315,664,1
1479500170087499207.jpg,1113,560,1203,652,1
1479500170087499207.jpg,682,562,766,629,1
1479500170087499207.jpg,802,566,854,608,1
1479500170087499207.jpg,293,566,381,622,1
1479500170087499207.jpg,494,569,533,599,1
1479500170087499207.jpg,916,560,974,607,1
1479500170589039377.jpg,177,564,289,638,1
1479500170589039377.jpg,491,571,528,607,1
1479500170589039377.jpg,571,566,608,602,1
1479500170589039377.jpg,685,568,765,635,1
1479500170589039377.jpg,808,575,857,611,1
1479500170589039377.jpg,914,570,950,610,1
1479500170589039377.jpg,933,562,984,613,1
1479500170589039377.jpg,1165,555,1300,686,1
1479500170589039377.jpg,1231,551,1465,695,1
1479500170589039377.jpg,1363,551,1661,746,1
1479500170589039377.jpg,536,565,569,601,1
1479500170589039377.jpg,1544,505,1920,837,1
1479500170589039377.jpg,508,570,544,606,1
1479500171586617724.jpg,722,566,802,622,1
1479500171586617724.jpg,1480,535,1898,784,1
1479500171586617724.jpg,1760,587,1918,839,1
1479500171586617724.jpg,495,569,542,600,1
1479500171586617724.jpg,982,561,1014,610,1
1479500171586617724.jpg,998,557,1066,613,1
1479500171586617724.jpg,852,564,907,603,1
1479500172086816875.jpg,2,524,384,885,1
1479500172086816875.jpg,742,569,812,622,1
1479500172086816875.jpg,1744,519,1918,628,1
1479500172086816875.jpg,1039,556,1106,616,1
1479500172086816875.jpg,1192,536,1231,634,3
1479500172086816875.jpg,1006,554,1047,614,1
1479500172086816875.jpg,877,564,920,603,1
1479500172086816875.jpg,487,562,542,607,1
1479500172086816875.jpg,538,568,569,606,1
1479500172086816875.jpg,571,568,602,598,1
1479500172086816875.jpg,625,566,657,597,1
1479500172588871687.jpg,0,530,492,829,1
1479500172588871687.jpg,764,562,840,619,1
1479500172588871687.jpg,902,564,944,600,1
1479500172588871687.jpg,1071,541,1163,626,1
1479500172588871687.jpg,1047,552,1094,619,1
1479500172588871687.jpg,1258,532,1303,633,3
1479500172588871687.jpg,481,566,533,609,1
1479500172588871687.jpg,572,566,608,602,1
1479500172588871687.jpg,637,564,673,600,1
1479500172588871687.jpg,524,577,568,607,1
1479500172588871687.jpg,991,562,1031,598,1
1479500173586631924.jpg,270,540,605,750,1
1479500173586631924.jpg,783,554,863,616,1
1479500173586631924.jpg,922,558,961,597,1
1479500173586631924.jpg,1147,538,1275,641,1
1479500173586631924.jpg,1100,540,1174,622,1
1479500173586631924.jpg,1008,560,1065,598,1
1479500173586631924.jpg,1458,511,1524,658,3
1479500174086983799.jpg,355,541,650,735,1
1479500174086983799.jpg,601,568,652,598,1
1479500174086983799.jpg,673,565,712,604,1
1479500174086983799.jpg,699,565,729,595,1
1479500174086983799.jpg,802,567,874,619,1
1479500174086983799.jpg,930,564,973,603,1
1479500174086983799.jpg,1206,534,1383,683,1
1479500174086983799.jpg,1145,550,1255,654,1
1479500174086983799.jpg,1536,536,1631,578,1
1479500174086983799.jpg,1662,483,1745,721,3
1479500174086983799.jpg,649,553,679,601,3
1479500174086983799.jpg,1078,563,1108,599,3
1479500175086478734.jpg,823,560,897,611,1
1479500175086478734.jpg,494,540,726,705,1
1479500175086478734.jpg,1299,510,1582,714,1
1479500175086478734.jpg,223,555,334,629,1
1479500175086478734.jpg,321,564,389,618,1
1479500175086478734.jpg,369,572,428,613,1
1479500175086478734.jpg,445,560,506,611,1
1479500175086478734.jpg,951,555,993,591,1
1479500175086478734.jpg,1070,557,1130,605,1
1479500175086478734.jpg,691,559,727,595,1
1479500175086478734.jpg,746,558,782,594,1
1479500175086478734.jpg,1526,440,1920,814,1
1479500175086478734.jpg,1128,555,1164,595,3
1479500175587071293.jpg,544,546,755,691,1
1479500175587071293.jpg,1501,470,1920,802,1
1479500175587071293.jpg,832,556,904,611,1
1479500175587071293.jpg,104,560,245,644,1
1479500175587071293.jpg,235,573,317,634,1
1479500175587071293.jpg,389,569,464,616,1
1479500175587071293.jpg,955,564,1000,603,1
1479500175587071293.jpg,1086,560,1159,618,1
1479500175587071293.jpg,302,575,377,628,1
1479500175587071293.jpg,450,568,511,608,1
1479500176587118595.jpg,608,559,779,675,1
1479500176587118595.jpg,834,565,897,611,1
1479500176587118595.jpg,1121,565,1213,626,1
1479500176587118595.jpg,1,572,52,647,1
1479500176587118595.jpg,47,575,154,640,1
1479500176587118595.jpg,209,570,314,628,1
1479500176587118595.jpg,306,568,374,623,1
1479500176587118595.jpg,476,572,521,611,1
1479500176587118595.jpg,1467,576,1602,616,1
1479500176587118595.jpg,1406,594,1467,626,1
1479500176587118595.jpg,951,560,992,599,1
1479500177587309951.jpg,655,545,809,657,1
1479500177587309951.jpg,0,564,58,641,1
1479500177587309951.jpg,44,559,168,634,1
1479500177587309951.jpg,333,566,415,613,1
1479500177587309951.jpg,834,552,900,601,1
1479500177587309951.jpg,1196,548,1338,646,1
1479500177587309951.jpg,1163,548,1231,632,1
1479500177587309951.jpg,1131,550,1189,622,1
1479500177587309951.jpg,1674,566,1918,643,1
1479500177587309951.jpg,1578,513,1629,667,3
1479500177587309951.jpg,1646,517,1695,653,3
1479500177587309951.jpg,1611,524,1657,648,3
1479500177587309951.jpg,518,563,587,601,1
1479500177587309951.jpg,586,559,632,595,1
1479500177587309951.jpg,955,553,991,589,1
1479500177587309951.jpg,203,547,239,629,3
1479500177587309951.jpg,383,559,464,604,1
1479500177587309951.jpg,1042,550,1092,580,1
1479500177587309951.jpg,248,552,284,622,3
1479500178586448870.jpg,1239,575,1333,669,1
1479500178586448870.jpg,1306,558,1479,700,1
1479500178586448870.jpg,1210,567,1323,658,1
1479500178586448870.jpg,1057,560,1097,616,1
1479500178586448870.jpg,958,571,997,610,1
1479500178586448870.jpg,841,567,903,617,1
1479500178586448870.jpg,608,577,656,616,1
1479500178586448870.jpg,553,572,611,617,1
1479500178586448870.jpg,518,578,568,617,1
1479500178586448870.jpg,440,580,504,623,1
1479500178586448870.jpg,222,582,313,636,1
1479500178586448870.jpg,121,582,241,642,1
1479500178586448870.jpg,706,562,846,661,1
1479500178586448870.jpg,1412,551,1761,751,1
1479500179087374263.jpg,0,579,96,650,1
1479500179087374263.jpg,90,579,198,640,1
1479500179087374263.jpg,370,573,448,620,1
1479500179087374263.jpg,485,575,552,620,1
1479500179087374263.jpg,738,558,869,652,1
1479500179087374263.jpg,847,566,904,611,1
1479500179087374263.jpg,1337,569,1552,714,1
1479500179087374263.jpg,1483,538,1916,785,1
1479500179087374263.jpg,1769,601,1920,853,1
1479500179087374263.jpg,1284,556,1423,681,1
1479500179087374263.jpg,465,569,497,610,1
1479500179087374263.jpg,565,568,632,605,1
1479500179087374263.jpg,668,568,707,599,1
1479500179087374263.jpg,959,560,995,592,1
1479500179087374263.jpg,1042,559,1072,599,1
1479500179087374263.jpg,1065,556,1114,601,1
1479500180087279193.jpg,170,568,253,631,1
1479500180087279193.jpg,215,562,338,642,1
1479500180087279193.jpg,335,566,420,622,1
1479500180087279193.jpg,497,570,562,610,1
1479500180087279193.jpg,631,563,677,599,1
1479500180087279193.jpg,669,566,705,603,1
1479500180087279193.jpg,801,557,923,652,1
1479500180087279193.jpg,956,564,992,601,1
1479500180087279193.jpg,1072,561,1135,613,1
1479500180087279193.jpg,1050,565,1091,605,1
1479500180087279193.jpg,1816,604,1920,859,1
1479500180087279193.jpg,1020,562,1056,599,1
1479500180587287134.jpg,835,564,954,650,1
1479500180587287134.jpg,247,578,350,631,1
1479500180587287134.jpg,74,578,168,647,1
1479500180587287134.jpg,0,573,98,681,1
1479500180587287134.jpg,451,571,523,619,1
1479500180587287134.jpg,1091,564,1156,616,1
1479500180587287134.jpg,604,566,662,611,1
1479500180587287134.jpg,957,566,998,605,1
1479500180587287134.jpg,1023,560,1062,599,1
1479500181087352946.jpg,863,560,967,649,1
1479500181087352946.jpg,121,566,248,639,1
1479500181087352946.jpg,385,569,475,623,1
1479500181087352946.jpg,1116,558,1178,615,1
1479500181087352946.jpg,1076,569,1116,604,1
1479500181087352946.jpg,960,566,992,598,1
1479500181087352946.jpg,848,566,884,613,1
1479500181087352946.jpg,580,567,626,604,1
1479500181087352946.jpg,627,565,664,597,1
1479500181087352946.jpg,1028,563,1059,595,1
1479500181087352946.jpg,1757,520,1866,596,1
1479500182088161863.jpg,844,563,908,617,1
1479500182088161863.jpg,893,556,995,647,1
1479500182088161863.jpg,1023,562,1069,601,1
1479500182088161863.jpg,1101,560,1159,623,1
1479500182088161863.jpg,1147,554,1256,641,1
1479500182088161863.jpg,1701,560,1884,620,1
1479500182088161863.jpg,564,571,607,611,1
1479500182088161863.jpg,499,564,560,611,1
1479500182088161863.jpg,192,564,325,640,1
1479500182088161863.jpg,807,555,843,591,2
1479500182588518887.jpg,1194,552,1323,646,1
1479500182588518887.jpg,1121,564,1205,628,1
